,id_entidad,preten_ind,ind,un_preten,valor_ini_ind,contraparte,convocados,convocantes,id_arb,extrae,par_entidad,consecutivo,cont_casos,interinst,orfeo,impacto,ep_convocante,tipo_conv,apoderado_convocante,ep_convocada,apoderado_convocado,ent_vinculadas,nit,nac_ter_int,rol_entidad,tipo_arb,exp_cam_com,ctr_arbitraje,mecanismo_sel_arb,arbitro_n,nombre_arbitro,nombre_secretario,idsecretario,estado_caso,instancia,etapa,sentido_lau,tipo_cond,valor_costas,tipo_arbitramento,nombre_ua,sector_ua,hechos
76,356,14415430513.003576,201,PESOS,11802067992.0,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A. - CLINICA PEÑITAS S.A.S. - SOCIEDAD MEDICA CLINICA RIOHACHA S.A.S. NIT 890102768-5,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO - FOMAG,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A. - CLINICA PEÑITAS S.A.S. - SOCIEDAD MEDICA CLINICA RIOHACHA S.A.S. NIT 890102768-5,3561122-09-082014-465,356,53,465.0,1,NO,20164050660272 / 20168000800622 / 20168000830092 / 20164051358922 / 20168001375942 / 20168001377562 / 20168001685212 / 20164052093182 / 20174051817082/ 20174051922312,JURIDICO,NO,JURIDICA ,HERNANDEZ ORTIZ OSWALDO FRANCISCO,SI,  ,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIOS FOMAG|356|EDUCACION ,860525148-5,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,4579,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,2.0,DURAN BUSTOS RODRIGO ANTONIO,ATUESTA ORTIZ ANDREA,52451905,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,NO HAY CONDENA,80.000.000,GENERAL,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,Sector Educación Nacional,"LA CONTROVERSIA SE GENERO POR EL DESCUENTO ILEGAL POR CONCEPTO DE LA CAPITALIZACIÓN DE AFILIADOS Y BENEFICIARIOS PUES SEGÚN EL FOMAG, ESOS AFILIADOS Y BENEFICIARIOS ERAN MULTIAFILIADOS SIMULTANEAMENTE EN EL REGIMEN DE EXCEPCIÓN DE SALUD DEL MAGISTERIO Y OTROS REGIMENES DEL SISTEMA DE SEGURIDAD SOCIAL EN SALUD, SUMA QUE LEGAL Y CONTRACTUALMENTE CORRESPONDIA A LAS PERSONAS JURIDICAS DEMANDANTES."
77,219,541731257.0800227,203,PESOS,389965017.0,HIDROTEC LTDA Y PONCE DE LEÓN INTEGRANTES DEL CONSORCIO INTER ICBF  ,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,HIDROTEC LTDA Y PONCE DE LEÓN INTEGRANTES DEL CONSORCIO INTER ICBF  ,2199802007-40,219,43,40.0,1,NO,20148001397232 / 20158000741522 / 20154051160352,JURIDICO,NO,JURIDICA ,NUMA MARIN MANZUR MICHEL,SI,MARQUEZ ROJAS JOAN SEBASTIAN,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR|219|INCLUSION SOCIAL Y RECONCILIACION,899999239-2,NACIONAL,CONVOCADO,ARBITRAMENTO,3090,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,GAMBA POSADA ROBERTO GUILLERMO,NOSSA CORTES MARIA FERNANDA,52009242,TERMINADO POR LAUDO,PRIMERA,FALLO,DESFAVORABLE,PAGAR,27589732,GENERAL,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Sector Inclusión Social y Reconciliación,"Entre las partes se celebró contrato cuyo objeto era adelantar la interventoría técnica y operativa y de control de calidad del contrato 894 de 2007 de concesión para la operación de las plantas de producción de alimentos de alto valor nutricional Bienestaria, al desarrollo de nuevos productos derivados de sus fórmulas y a la distribución de alimentos. el ICBF considera que los productos no garantizaban la calidad de la Bienestarina por tanto imponen una multa al concesionario. como consecuencia de lo anterior la parte convocante solicita la revocatoria de los efectos económicos de las multas y en su lugar procedan a tasar un justo monto de la misma."
78,243,2275761049.249589,205,PESOS,1650500000.0,TRANEXCO SA  ,SERVICIOS POSTALES NACIONALES S.A. 4-72,TRANEXCO SA  ,243512011-120,243,40,120.0,0,NO,20154050253332,JURIDICO,NO,JURIDICA ,TORRENTE BAYONA CESAR AUGUSTO,SI,MEZA ARMENTA HUBERTO JOSE,SERVICIOS POSTALES NACIONALES S.A. 4-72|243|TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,900062917-9,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,3412,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,1.0,GAMBA POSADA ROBERTO GUILLERMO,MÜRRLE ROJAS ANNE MARIE,31970481,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,52212800,GENERAL,SERVICIOS POSTALES NACIONALES S.A.,Sector de las Tecnologías de la Información y las Comunicaciones,"EL CONTRATO 051 DE 2011 CELEBRADO ENTRE SERVICIOS PASTALES NACIONALES S.A Y TRANEXCO S.A CONSAGRA: ""CLAUSULA DECIMA NOVENA, CONCILIACIÓN Y ARBITRAJE; TODAS LAS DIFERENCIAS QUE SE SUSCITEN ENTRE LAS PARTES CON MOTIVO DE LA VALIDEZ, EXISTENCIA, CELEBRACIÓN, INTERPRETACIÓN, ALCANCE O EJECUCIÓN, TERMINACIÓN Y LIQUIDACIÓN DEL PRESENTE CONTRATO O SOBRE LAS ESTIPULACIONES EN EL CONTENIDAS SE SOMETERÁN A LAS DISPOSICIONES DE LA LEY COLOMBIANA EN MATERIAL DE CONCILIACIÓN Y ARBITRAJE, TANTO TECNICO COMO JURÍDICA.  EN EL EVENTO DE PRESENTARSE DISCREPANCIAS ENTRE LAS PARTES RESPECTO A LA VALIDEZ, EXISTENCIA, CELEBRACIÓN, INTERPRETACIÓN, ALCANCE O EJECUCIÓN, TERMINACIÓN Y LIQUIDACIÓN DEL CONTRATO O DE LAS ESTIPULACIONES EN EL CONTENIDAS QUE PUEDAS SER RESUELTAS DIRECTAMENTE POR LOS REPRESENTANTES LEGALES DE LAS PARTES EN UN TERMINO PRUDENCIAL QUE NO EXCEDA DE SESENTA (60) DÍAS, LAS PARTE4S ACUERDAN Y ACEPTAN EXPRESAMENTE QUE EL CONFLICTO SERÁ SOLUCIONADO POR UN TRIBUNAL DE ARBITRAMENTO A TRAVES DEL PROCESO ARBITRAL ...""  DIFERENCIAS CONTRACTUALES DEBIDO A LA TERMINACIÓN  Y EJECUCIÓN DEL CONTRATO 051 DE 2011."
79,154,22195802671.001846,208,PESOS,14613422143.0,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,FIDUCIARIA LA PREVISORA S.A. - FIDUPREVISORA,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,1541122-14-082008-74,154,45,74.0,1,NO,20154050564252,JURIDICO,NO,JURIDICA ,  ,SI,  ,FIDUCIARIA LA PREVISORA S.A. - FIDUPREVISORA|154|HACIENDA Y CREDITO PUBLICO, 860525148-5,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2157,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",,,RODRIGUEZ D´ALEMAN ROBERTO,SANABRIA SANTOS HENRY NORBERTO,79756899,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,1220372248,GENERAL,FIDUCIARIA LA PREVISORA S.A.,Sector Hacienda y Crédito Público,"El día 10 de julio de 2008, la FIDUPREVISORA, actuando en su calidad de administradora de los recursos y vocera del patrimonio autónomo del FOMAG y según la orden de apertura de la convocatoria pública impartida el 4 de junio de 2008 por el Consejo Directivo del FOMAG, procedió a la apertura de la convocatoria pública- selección abreviada No. 001 de 2008 para la contratación de los servicios de salud para los afiliados y sus beneficiarios al FOMAG. El día 19 de agosto de 2009, el Consejo Directivo del FOMAG autorizó a la FIDUPREVISORA S.A, la contratación de un estudio por medio del cual se determinará la suficiencia de la UPCM, a efectos de soportar la toma de decisiones frente a los reajustes de la unidad de pago, para lo cual se llevó a cabo el proceso de selección abreviada de menor cuantía No. 002 de 2009, adjudicado a la firma CONSULTORES PROFESIONALES Y ACTUARIALES LTDA, mediante contrato No. 1122-07-2009. el día 18 de mayo de 2010 la UNION TEMPORAL AVANZAR MÉDICO REGION 1 mediante la comunicación DE 0330-10 dirigida a la doctora Piedad Mejía. Gerente de Servicios de Salud de FIDUPREVISORA S.A, informa de aspectos referentes a la alta siniestralidad que se estaban sufriendo en la ejecución del contrato. Por superar el límite establecido para acceder al reembolso de los recursos con los que se constituyó un encargo fiduciario que estaba orientado a cubrir las necesidades de liquidez por la desviación en los costos del IV nivel de atención, que correspondían al 17.78% de la UPCez, equivalente a un valor estimado en la capitación mensual de 8342121.982.00 mensuales, suma que se ha superado durante todos los meses del 2010, desde el 2010, de manera trimestral la UNION TEMPORAL AVANZAR MEDICO REGION 1, solicitó el reintegro de los recursos del encargado fiduciario, lo cual fue auditado y autorizado por la Gerencia de Salud de la FIDUPREVISORA. Por lo anterior la parte convocante solicita se declare que durante la ejecución del contrato para la prestación del servicios médico-asistenciales No. 1122-14-08 celebrado entre el FOMAG- FIDUPREVISORA S.A y la UNIÓN TEMPORAL AVANZAR MÉDICO REGIÓN 1, se presentó insufiencia integral en el valor de la Unidad de Pago por Capitación del Magisterio( UPCM) es decir que los ingresos por este concepto fueron inferiores a los costos incurridos por los demandantes, necesarios para atender y financiar el plan de atención en insuficiencia que se presentó en los años 2009,2010 y con posterioridad si la hubiere. así mismo se declare que por cuanto se presentó desequilibrio económico - financiero del contrato, se causó además por el incumplimiento del ente estatal de las estipulaciones previstas en el pliego de condiciones de la convocatoria pública- sección abreviada No. 001 de 2008."
80,356,22195802671.001846,209,PESOS,14613422143.0,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO - FOMAG,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,3561122-14-082008-74,356,53,74.0,1,NO,20154050564252,JURIDICO,NO,JURIDICA ,  ,SI,  ,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIOS FOMAG|356|EDUCACION ,860525148-5,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2157,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",,,RODRIGUEZ D´ALEMAN ROBERTO,SANABRIA SANTOS HENRY NORBERTO,79756899,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,1220372248,GENERAL,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,Sector Educación Nacional,"El día 10 de julio de 2008, la FIDUPREVISORA, actuando en su calidad de administradora de los recursos y vocera del patrimonio autónomo del FOMAG y según la orden de apertura de la convocatoria pública impartida el 4 de junio de 2008 por el Consejo Directivo del FOMAG, procedió a la apertura de la convocatoria pública- selección abreviada No. 001 de 2008 para la contratación de los servicios de salud para los afiliados y sus beneficiarios al FOMAG. El día 19 de agosto de 2009, el Consejo Directivo del FOMAG autorizó a la FIDUPREVISORA S.A, la contratación de un estudio por medio del cual se determinará la suficiencia de la UPCM, a efectos de soportar la toma de decisiones frente a los reajustes de la unidad de pago, para lo cual se llevó a cabo el proceso de selección abreviada de menor cuantía No. 002 de 2009, adjudicado a la firma CONSULTORES PROFESIONALES Y ACTUARIALES LTDA, mediante contrato No. 1122-07-2009. el día 18 de mayo de 2010 la UNION TEMPORAL AVANZAR MÉDICO REGION 1 mediante la comunicación DE 0330-10 dirigida a la doctora Piedad Mejía. Gerente de Servicios de Salud de FIDUPREVISORA S.A, informa de aspectos referentes a la alta siniestralidad que se estaban sufriendo en la ejecución del contrato. Por superar el límite establecido para acceder al reembolso de los recursos con los que se constituyó un encargo fiduciario que estaba orientado a cubrir las necesidades de liquidez por la desviación en los costos del IV nivel de atención, que correspondían al 17.78% de la UPCez, equivalente a un valor estimado en la capitación mensual de 8342121.982.00 mensuales, suma que se ha superado durante todos los meses del 2010, desde el 2010, de manera trimestral la UNION TEMPORAL AVANZAR MEDICO REGION 1, solicitó el reintegro de los recursos del encargado fiduciario, lo cual fue auditado y autorizado por la Gerencia de Salud de la FIDUPREVISORA. Por lo anterior la parte convocante solicita se declare que durante la ejecución del contrato para la prestación del servicios médico-asistenciales No. 1122-14-08 celebrado entre el FOMAG- FIDUPREVISORA S.A y la UNIÓN TEMPORAL AVANZAR MÉDICO REGIÓN 1, se presentó insufiencia integral en el valor de la Unidad de Pago por Capitación del Magisterio( UPCM) es decir que los ingresos por este concepto fueron inferiores a los costos incurridos por los demandantes, necesarios para atender y financiar el plan de atención en insuficiencia que se presentó en los años 2009,2010 y con posterioridad si la hubiere. así mismo se declare que por cuanto se presentó desequilibrio económico - financiero del contrato, se causó además por el incumplimiento del ente estatal de las estipulaciones previstas en el pliego de condiciones de la convocatoria pública- sección abreviada No. 001 de 2008."
81,147,22195802671.001846,210,PESOS,14613422143.0,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,MINISTERIO DE EDUCACIÓN NACIONAL,FUNDACION OFTALMOLOGICA DE SANTANDER- FOSCAL / CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR- CAJASAN / CLINICA SANTA ANA SA / SOCIEDAD CLINICA VALLEDUPAR LTDA NIT 8902053614 / 890200106-1,1471122-14-082008-74,147,33,74.0,1,NO,20154050564252,JURIDICO,NO,JURIDICA ,  ,SI,  ,MINISTERIO DE EDUCACIÓN NACIONAL|147|EDUCACION ,899999001-7,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2157,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",,,RODRIGUEZ D´ALEMAN ROBERTO,SANABRIA SANTOS HENRY NORBERTO,79756899,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,1220372248,GENERAL,MINISTERIO DE EDUCACIÓN NACIONAL,Sector Educación Nacional,"El día 10 de julio de 2008, la FIDUPREVISORA, actuando en su calidad de administradora de los recursos y vocera del patrimonio autónomo del FOMAG y según la orden de apertura de la convocatoria pública impartida el 4 de junio de 2008 por el Consejo Directivo del FOMAG, procedió a la apertura de la convocatoria pública- selección abreviada No. 001 de 2008 para la contratación de los servicios de salud para los afiliados y sus beneficiarios al FOMAG. El día 19 de agosto de 2009, el Consejo Directivo del FOMAG autorizó a la FIDUPREVISORA S.A, la contratación de un estudio por medio del cual se determinará la suficiencia de la UPCM, a efectos de soportar la toma de decisiones frente a los reajustes de la unidad de pago, para lo cual se llevó a cabo el proceso de selección abreviada de menor cuantía No. 002 de 2009, adjudicado a la firma CONSULTORES PROFESIONALES Y ACTUARIALES LTDA, mediante contrato No. 1122-07-2009. el día 18 de mayo de 2010 la UNION TEMPORAL AVANZAR MÉDICO REGION 1 mediante la comunicación DE 0330-10 dirigida a la doctora Piedad Mejía. Gerente de Servicios de Salud de FIDUPREVISORA S.A, informa de aspectos referentes a la alta siniestralidad que se estaban sufriendo en la ejecución del contrato. Por superar el límite establecido para acceder al reembolso de los recursos con los que se constituyó un encargo fiduciario que estaba orientado a cubrir las necesidades de liquidez por la desviación en los costos del IV nivel de atención, que correspondían al 17.78% de la UPCez, equivalente a un valor estimado en la capitación mensual de 8342121.982.00 mensuales, suma que se ha superado durante todos los meses del 2010, desde el 2010, de manera trimestral la UNION TEMPORAL AVANZAR MEDICO REGION 1, solicitó el reintegro de los recursos del encargado fiduciario, lo cual fue auditado y autorizado por la Gerencia de Salud de la FIDUPREVISORA. Por lo anterior la parte convocante solicita se declare que durante la ejecución del contrato para la prestación del servicios médico-asistenciales No. 1122-14-08 celebrado entre el FOMAG- FIDUPREVISORA S.A y la UNIÓN TEMPORAL AVANZAR MÉDICO REGIÓN 1, se presentó insufiencia integral en el valor de la Unidad de Pago por Capitación del Magisterio( UPCM) es decir que los ingresos por este concepto fueron inferiores a los costos incurridos por los demandantes, necesarios para atender y financiar el plan de atención en insuficiencia que se presentó en los años 2009,2010 y con posterioridad si la hubiere. así mismo se declare que por cuanto se presentó desequilibrio económico - financiero del contrato, se causó además por el incumplimiento del ente estatal de las estipulaciones previstas en el pliego de condiciones de la convocatoria pública- sección abreviada No. 001 de 2008."
82,249,13580914135.678898,215,PESOS,9030463110.0,COMPAÑÍA DE DESARROLLO AEROPUERTO EL DORADO CODAD  ,COMPAÑÍA DE DESARROLLO AEROPUERTO EL DORADO CODAD  ,U.A.E. DE LA AERONAUTICA CIVIL,249010-OP1995-13,249,31,13.0,1,NO,20158000140572,JURIDICO,SI,JURIDICA ,ESGUERRA PORTOCARRERO JUAN CARLOS,NO ,MANTILLA PADILLA ALVARO,U.A.E. DE LA AERONAUTICA CIVIL|249|TRANSPORTE,830125996-6,NACIONAL,CONVOCANTE,ARBITRAMENTO GENERAL,2110,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,2.0,HOYOS DUQUE RICARDO IGNACIO,DE LA TORRE BLANCHE CAMILA MARIA,51644214,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,NO HAY CONDENA,NO HAY CONDENA,GENERAL,UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL,Sector Transporte,Se declare que Codad S.A. ha incumplido aquellas obligaciones que asumió por virtud del Contrato No. 010-OP del 18 de julio de 1995 y que se señalan a continuación:
83,245,15625521764.597937,216,PESOS,10390000000.0,INTEGRANTES DEL CONSORCIO VÍA AL MAR  ,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,INTEGRANTES DEL CONSORCIO VÍA AL MAR  ,2455031994-6,245,42,6.0,1,NO,20154050238872/ 20178000085412,JURIDICO,NO,JURIDICA ,RAMOS LOPEZ RUGERO EDUARDO,SI,PATIÑO DOMINGUEZ HECTOR EDUARDO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI|245|TRANSPORTE,830125996-6,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2229,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,3.0,HOYOS DUQUE RICARDO IGNACIO,AGUILAR DIAZ ROBERTO,79295439,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,0,GENERAL,AGENCIA NACIONAL DE INFRAESTRUCTURA,Sector Transporte,LA DEMANDA HACE RELACIÓN A UN  INCUMPLIMIENTO DE LA AGENCIA EN EL PAGO DE OBRAS ADICIONALES
84,164,946830266.6313256,226,PESOS,804081500.0,INDRA COLOMBIA LIMITADA NIT 830013774-1,INDRA COLOMBIA LIMITADA NIT 830013774-1,FIDUCIARIA COLOMBIANA DE COMERCIO EXTERIOR S.A. - FIDUCOLDEX,1644672011-463,164,61,463.0,1,NO,20164052224882/ 20174051235332/ 20178001240002,JURIDICO,SI,JURIDICA ,PIQUERO VILLEGAS FELIPE,NO,CHAVES VILLADA JAIME EDUARDO,FIDUCIARIA COLOMBIANA DE COMERCIO EXTERIOR S.A. - FIDUCOLDEX|164|COMERCIO INDUSTRIA Y TURISMO,,NACIONAL,CONVOCANTE,ARBITRAMENTO GENERAL,5033,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,1.0,VELEZ OCHOA RICARDO,TRUJILLO MAZA ANDRES,79867029,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,PAGAR,0,GENERAL,FIDUCIARIA COLOMBIANA DE COMERCIO EXTERIOR S.A.,"Sector Comercio, Industria y Turismo","EL CONSORCIO SAYP 2011 E INDRA COLOMBIA LTDA SUSCRIBIERON EL CONTRATO DE OUTSOURCING DE SERVICIOS INFORMÁTICOS Y TELEMÁTICOS, EN EL QUE INDRA COLOMBIA LTDA, SE OBLIGÓ A EJECUTAR SERVICIOS PROFESIONALES DE OUTSOURCING TECNOLÓGICA. 2.  INDICA LA PARTE CONVOCANTE QUE LA EJECUCIÓN DE LOS SERVICIOS INFORMÁTICOS Y TELEMÁTICOS CONTRATADOS A INDRA COLOMBIA LTDA, IMPLICABA EL DESARROLLO DE UN GRUPO DE FUNCIONALIDADES DENOMINADAS "" HERRAMIENTAS COLABORATIVAS"", LAS CUALES SE EJECUTAN A TRAVÉS DE SHARE POINT, PROJECT, TEAM FOUNDATION, LOS CUALES DESDE EL COMIENZO REQUERÍAN LICENCIAMIENTO TANTO PARA SU VERSIÓN INSTALADA, COMO PARA LOS ACCESOS CLIENTE SERVIDOR. 3. LA PARTE CONVOCANTE SOLICITA QUE SE DECLARE QUE EN VIRTUD DEL CONTRATO DE OUTSOURCING DE SERVICIOS INFORMÁTICOS Y TELEMÁTICOS HA ESTADO OBLIGADA A ADQUIRIR Y MANTENER VIGENTES LAS LICENCIAS DE TODOS LOS PROGRAMAS INFORMÁTICOS DE TERCEROS DE TODOS LOS EQUIPOS QUE ESTÁN BAJO SU ADMINISTRACIÓN. 4. ADICIONAL A LO ANTERIOR SE DECLARE QUE INDRA COLOMBIA LTDA, INCUMPLIÓ OBLIGACIONES DE LAS QUE ASUMIÓ EN VIRTUD DEL CONTRATO, AL NO HABER ADQUIRIDO O MANTENIDO VIGENTES LAS LICENCIAS."
85,154,946830266.6313256,227,PESOS,804081500.0,INDRA COLOMBIA LIMITADA NIT 830013774-1,INDRA COLOMBIA LIMITADA NIT 830013774-1,FIDUCIARIA LA PREVISORA S.A.,1544672011-463,154,45,463.0,1,NO,20164052224882/ 20174051235332/ 20178001240002,JURIDICO,SI,JURIDICA ,PIQUERO VILLEGAS FELIPE,NO,CHAVES VILLADA JAIME EDUARDO,FIDUCIARIA LA PREVISORA S.A. - FIDUPREVISORA|154|HACIENDA Y CREDITO PUBLICO,,NACIONAL,CONVOCANTE,ARBITRAMENTO GENERAL,5033,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,1.0,VELEZ OCHOA RICARDO,TRUJILLO MAZA ANDRES,79867029,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,PAGAR,0,GENERAL,FIDUCIARIA LA PREVISORA S.A.,Sector Hacienda y Crédito Público,"EL CONSORCIO SAYP 2011 E INDRA COLOMBIA LTDA SUSCRIBIERON EL CONTRATO DE OUTSOURCING DE SERVICIOS INFORMÁTICOS Y TELEMÁTICOS, EN EL QUE INDRA COLOMBIA LTDA, SE OBLIGÓ A EJECUTAR SERVICIOS PROFESIONALES DE OUTSOURCING TECNOLÓGICA. 2.  INDICA LA PARTE CONVOCANTE QUE LA EJECUCIÓN DE LOS SERVICIOS INFORMÁTICOS Y TELEMÁTICOS CONTRATADOS A INDRA COLOMBIA LTDA, IMPLICABA EL DESARROLLO DE UN GRUPO DE FUNCIONALIDADES DENOMINADAS "" HERRAMIENTAS COLABORATIVAS"", LAS CUALES SE EJECUTAN A TRAVÉS DE SHARE POINT, PROJECT, TEAM FOUNDATION, LOS CUALES DESDE EL COMIENZO REQUERÍAN LICENCIAMIENTO TANTO PARA SU VERSIÓN INSTALADA, COMO PARA LOS ACCESOS CLIENTE SERVIDOR. 3. LA PARTE CONVOCANTE SOLICITA QUE SE DECLARE QUE EN VIRTUD DEL CONTRATO DE OUTSOURCING DE SERVICIOS INFORMÁTICOS Y TELEMÁTICOS HA ESTADO OBLIGADA A ADQUIRIR Y MANTENER VIGENTES LAS LICENCIAS DE TODOS LOS PROGRAMAS INFORMÁTICOS DE TERCEROS DE TODOS LOS EQUIPOS QUE ESTÁN BAJO SU ADMINISTRACIÓN. 4. ADICIONAL A LO ANTERIOR SE DECLARE QUE INDRA COLOMBIA LTDA, INCUMPLIÓ OBLIGACIONES DE LAS QUE ASUMIÓ EN VIRTUD DEL CONTRATO, AL NO HABER ADQUIRIDO O MANTENIDO VIGENTES LAS LICENCIAS."
86,2989,357529283.79055554,230,PESOS,305948342.0,POLYBAN INTERNACIONAL S.A NIT 800048191-8,ZONA FRANCA INDUSTRIAL DE BIENES Y SERVICIOS DE CARTAGENA - ZONA FRANCA S.A - OPERACIONES TECNICAS MARINAS S.A.S - JUAN CARLOS LEMAITRE NIT 800213678-1,POLYBAN INTERNACIONAL S.A NIT 800048191-8,298ACTA 0182008-,298,54,,1,NO,,,NO,JURIDICA ,JUBIZ CASTRO ALBERTO MARIO,SI,RICARDO BLANCO MARIA MERCEDES,SOCIEDAD COMPOUNDING AND MASTERBATCHING INDUSTRY LTDA|2989|MINAS Y ENERGIA,800134853-3,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,1,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,3.0,VANEGAS BELTRAN RICARDO,BUSTILLO ARRIETA LILIANA,33339999,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,NO HAY CONDENA,8566552,GENERAL,ESENTTIA MASTERBATCH LTDA,Sector Minas y Energía,"Venta de acciones de la sociedad OPERADORA DE ZONA FRANCA INDUSTRIAL DE BIENES Y SERVICIOS de propiedad de  ZEUS INVESTMENT, las cuales fueron ofertadas a todos los socios en virtud del derecho de preferencia, la convocante solicita la nulidad de la venta de acciones que adquirió COMAI LTDA., aduce la convocante que hubo un error de procedimiento por no tener en cuenta su oferta para efectos de demostrar el interés en la compra de sus acciones en ejercicio de su derecho de preferencia."
